week_start_date,year,month,week_number,district,state,dengue_diagnostic_kits,iv_fluids_units,paracetamol_strips,ors_packets,antibiotics_courses,dengue_rapid_test_kits
2023-01-16,2023,1,3,Cuddalore,Tamil Nadu,53,241,1241,505,228,29
2023-01-23,2023,1,4,Cuddalore,Tamil Nadu,29,130,1072,551,516,21
2023-01-30,2023,1,5,Cuddalore,Tamil Nadu,25,178,1010,489,326,16
2023-02-06,2023,2,6,Cuddalore,Tamil Nadu,30,243,707,264,232,18
2023-02-13,2023,2,7,Cuddalore,Tamil Nadu,55,139,785,347,275,35
2023-02-20,2023,2,8,Cuddalore,Tamil Nadu,61,182,1066,289,232,33
2023-02-27,2023,2,9,Cuddalore,Tamil Nadu,38,287,1368,620,430,22
2023-03-06,2023,3,10,Cuddalore,Tamil Nadu,22,192,605,589,236,12
2023-03-13,2023,3,11,Cuddalore,Tamil Nadu,36,264,587,302,279,18
2023-03-20,2023,3,12,Cuddalore,Tamil Nadu,37,321,831,417,302,15
2023-03-27,2023,3,13,Cuddalore,Tamil Nadu,18,113,1069,474,341,11
2023-04-03,2023,4,14,Cuddalore,Tamil Nadu,39,213,723,549,212,25
2023-04-10,2023,4,15,Cuddalore,Tamil Nadu,34,510,524,361,170,22
2023-04-17,2023,4,16,Cuddalore,Tamil Nadu,49,427,697,409,200,27
2023-04-24,2023,4,17,Cuddalore,Tamil Nadu,23,414,1051,452,371,13
2023-05-01,2023,5,18,Cuddalore,Tamil Nadu,27,192,1252,477,350,15
2023-05-08,2023,5,19,Cuddalore,Tamil Nadu,43,456,715,496,201,25
2023-05-15,2023,5,20,Cuddalore,Tamil Nadu,31,285,852,379,435,18
2023-05-22,2023,5,21,Cuddalore,Tamil Nadu,29,320,657,483,308,17
2023-05-29,2023,5,22,Cuddalore,Tamil Nadu,47,375,510,348,262,31
2023-06-05,2023,6,23,Cuddalore,Tamil Nadu,50,225,914,1400,313,21
2023-06-12,2023,6,24,Cuddalore,Tamil Nadu,53,203,718,1283,159,32
2023-06-19,2023,6,25,Cuddalore,Tamil Nadu,24,206,1110,1227,173,14
2023-06-26,2023,6,26,Cuddalore,Tamil Nadu,40,118,909,581,308,22
2023-07-03,2023,7,27,Cuddalore,Tamil Nadu,31,265,599,600,140,14
2023-07-10,2023,7,28,Cuddalore,Tamil Nadu,55,222,545,606,301,30
2023-07-17,2023,7,29,Cuddalore,Tamil Nadu,40,121,1124,300,158,24
2023-07-24,2023,7,30,Cuddalore,Tamil Nadu,22,136,524,553,183,13
2023-07-31,2023,7,31,Cuddalore,Tamil Nadu,61,169,1340,300,107,34
2023-08-07,2023,8,32,Cuddalore,Tamil Nadu,40,251,782,534,318,22
2023-08-14,2023,8,33,Cuddalore,Tamil Nadu,43,234,1486,480,243,30
2023-08-21,2023,8,34,Cuddalore,Tamil Nadu,29,189,1053,353,242,14
2023-08-28,2023,8,35,Cuddalore,Tamil Nadu,51,172,1410,389,390,24
2023-09-04,2023,9,36,Cuddalore,Tamil Nadu,42,209,611,460,298,24
2023-09-11,2023,9,37,Cuddalore,Tamil Nadu,50,191,1073,324,366,35
2023-09-18,2023,9,38,Cuddalore,Tamil Nadu,38,156,1154,475,158,21
2023-09-25,2023,9,39,Cuddalore,Tamil Nadu,45,290,1105,581,395,24
2023-10-02,2023,10,40,Cuddalore,Tamil Nadu,198,550,988,268,258,116
2023-10-09,2023,10,41,Cuddalore,Tamil Nadu,147,625,1006,281,221,95
2023-10-16,2023,10,42,Cuddalore,Tamil Nadu,154,778,1553,441,185,114
2023-10-23,2023,10,43,Cuddalore,Tamil Nadu,127,320,1358,432,127,73
2023-10-30,2023,10,44,Cuddalore,Tamil Nadu,74,615,1885,284,246,48
2023-11-06,2023,11,45,Cuddalore,Tamil Nadu,207,513,1125,240,328,131
2023-11-13,2023,11,46,Cuddalore,Tamil Nadu,146,588,2478,404,295,89
2023-11-20,2023,11,47,Cuddalore,Tamil Nadu,189,659,1646,372,290,135
2023-11-27,2023,11,48,Cuddalore,Tamil Nadu,123,850,894,281,271,92
2023-12-04,2023,12,49,Cuddalore,Tamil Nadu,211,458,2189,571,255,97
2023-12-11,2023,12,50,Cuddalore,Tamil Nadu,70,479,2453,349,364,46
2023-12-18,2023,12,51,Cuddalore,Tamil Nadu,197,261,1326,654,285,115
2023-12-25,2023,12,52,Cuddalore,Tamil Nadu,63,356,1276,479,639,36
2024-01-01,2024,1,1,Cuddalore,Tamil Nadu,51,154,1263,461,507,31
2024-01-08,2024,1,2,Cuddalore,Tamil Nadu,38,168,1168,456,321,28
2024-01-15,2024,1,3,Cuddalore,Tamil Nadu,35,233,769,489,729,23
2024-01-22,2024,1,4,Cuddalore,Tamil Nadu,59,154,672,355,549,38
2024-01-29,2024,1,5,Cuddalore,Tamil Nadu,55,198,709,433,288,30
2024-02-05,2024,2,6,Cuddalore,Tamil Nadu,21,166,830,350,142,14
2024-02-12,2024,2,7,Cuddalore,Tamil Nadu,60,202,596,181,260,33
2024-02-19,2024,2,8,Cuddalore,Tamil Nadu,27,199,573,358,223,18
2024-02-26,2024,2,9,Cuddalore,Tamil Nadu,50,132,1073,315,334,37
2024-03-04,2024,3,10,Cuddalore,Tamil Nadu,55,303,948,347,393,36
2024-03-11,2024,3,11,Cuddalore,Tamil Nadu,24,101,1339,475,98,18
2024-03-18,2024,3,12,Cuddalore,Tamil Nadu,21,136,643,404,194,12
2024-03-25,2024,3,13,Cuddalore,Tamil Nadu,23,177,627,484,232,12
2024-04-01,2024,4,14,Cuddalore,Tamil Nadu,66,231,1233,325,155,37
2024-04-08,2024,4,15,Cuddalore,Tamil Nadu,41,652,1482,531,212,26
2024-04-15,2024,4,16,Cuddalore,Tamil Nadu,23,492,1305,352,174,15
2024-04-22,2024,4,17,Cuddalore,Tamil Nadu,46,462,837,474,230,28
2024-04-29,2024,4,18,Cuddalore,Tamil Nadu,24,357,854,343,171,17
2024-05-06,2024,5,19,Cuddalore,Tamil Nadu,19,473,699,431,355,12
2024-05-13,2024,5,20,Cuddalore,Tamil Nadu,22,456,1252,239,249,15
2024-05-20,2024,5,21,Cuddalore,Tamil Nadu,47,210,1276,458,252,33
2024-05-27,2024,5,22,Cuddalore,Tamil Nadu,52,233,783,299,163,26
2024-06-03,2024,6,23,Cuddalore,Tamil Nadu,44,194,1094,1009,182,21
2024-06-10,2024,6,24,Cuddalore,Tamil Nadu,19,275,771,891,271,12
2024-06-17,2024,6,25,Cuddalore,Tamil Nadu,19,125,1265,516,132,15
2024-06-24,2024,6,26,Cuddalore,Tamil Nadu,57,131,980,1058,125,34
2024-07-01,2024,7,27,Cuddalore,Tamil Nadu,37,96,830,244,170,28
2024-07-08,2024,7,28,Cuddalore,Tamil Nadu,20,109,1400,481,269,12
2024-07-15,2024,7,29,Cuddalore,Tamil Nadu,20,224,583,454,329,11
2024-07-22,2024,7,30,Cuddalore,Tamil Nadu,43,263,1513,341,150,25
2024-07-29,2024,7,31,Cuddalore,Tamil Nadu,34,138,936,409,394,16
2024-08-05,2024,8,32,Cuddalore,Tamil Nadu,52,125,1334,363,261,34
2024-08-12,2024,8,33,Cuddalore,Tamil Nadu,56,211,1336,400,200,24
2024-08-19,2024,8,34,Cuddalore,Tamil Nadu,24,229,1181,240,262,17
2024-08-26,2024,8,35,Cuddalore,Tamil Nadu,37,287,1503,535,154,22
2024-09-02,2024,9,36,Cuddalore,Tamil Nadu,54,209,529,401,413,31
2024-09-09,2024,9,37,Cuddalore,Tamil Nadu,55,277,1570,341,260,28
2024-09-16,2024,9,38,Cuddalore,Tamil Nadu,41,245,1006,391,130,26
2024-09-23,2024,9,39,Cuddalore,Tamil Nadu,39,302,736,429,190,26
2024-09-30,2024,9,40,Cuddalore,Tamil Nadu,48,277,1075,459,212,40
2024-10-07,2024,10,41,Cuddalore,Tamil Nadu,91,531,1827,384,164,60
2024-10-14,2024,10,42,Cuddalore,Tamil Nadu,88,860,1838,396,283,47
2024-10-21,2024,10,43,Cuddalore,Tamil Nadu,85,705,2269,531,300,63
2024-10-28,2024,10,44,Cuddalore,Tamil Nadu,146,602,2186,296,297,84
2024-11-04,2024,11,45,Cuddalore,Tamil Nadu,173,878,1489,216,275,111
2024-11-11,2024,11,46,Cuddalore,Tamil Nadu,79,531,1466,454,359,55
2024-11-18,2024,11,47,Cuddalore,Tamil Nadu,105,331,1215,450,406,58
2024-11-25,2024,11,48,Cuddalore,Tamil Nadu,193,544,1445,467,214,114
2024-12-02,2024,12,49,Cuddalore,Tamil Nadu,55,413,1615,433,771,34
2024-12-09,2024,12,50,Cuddalore,Tamil Nadu,118,805,2487,320,498,79
2024-12-16,2024,12,51,Cuddalore,Tamil Nadu,204,255,2529,605,220,121
2024-12-23,2024,12,52,Cuddalore,Tamil Nadu,81,373,2136,392,264,45
2024-12-30,2024,12,1,Cuddalore,Tamil Nadu,130,284,1444,517,355,76
2025-01-06,2025,1,2,Cuddalore,Tamil Nadu,28,191,1051,295,444,18
2025-01-13,2025,1,3,Cuddalore,Tamil Nadu,33,117,834,575,565,21
2025-01-20,2025,1,4,Cuddalore,Tamil Nadu,29,216,670,516,558,17
2025-01-27,2025,1,5,Cuddalore,Tamil Nadu,21,266,1008,413,801,12
2025-02-03,2025,2,6,Cuddalore,Tamil Nadu,22,204,793,355,334,16
2025-02-10,2025,2,7,Cuddalore,Tamil Nadu,67,153,1144,481,423,41
2025-02-17,2025,2,8,Cuddalore,Tamil Nadu,28,154,1239,270,299,21
2025-02-24,2025,2,9,Cuddalore,Tamil Nadu,28,247,625,277,269,20
2025-03-03,2025,3,10,Cuddalore,Tamil Nadu,45,109,1295,308,292,35
2025-03-10,2025,3,11,Cuddalore,Tamil Nadu,44,247,1367,488,296,25
2025-03-17,2025,3,12,Cuddalore,Tamil Nadu,63,148,1368,415,191,32
2025-03-24,2025,3,13,Cuddalore,Tamil Nadu,54,143,536,237,211,37
2025-03-31,2025,3,14,Cuddalore,Tamil Nadu,57,266,1152,521,259,37
2025-04-07,2025,4,15,Cuddalore,Tamil Nadu,51,535,1314,353,153,31
2025-04-14,2025,4,16,Cuddalore,Tamil Nadu,41,592,1107,324,118,25
2025-04-21,2025,4,17,Cuddalore,Tamil Nadu,32,392,503,504,257,14
2025-04-28,2025,4,18,Cuddalore,Tamil Nadu,33,427,967,583,177,20
2025-05-05,2025,5,19,Cuddalore,Tamil Nadu,23,467,1589,513,258,13
2025-05-12,2025,5,20,Cuddalore,Tamil Nadu,44,613,1298,554,280,24
2025-05-19,2025,5,21,Cuddalore,Tamil Nadu,38,207,1477,475,237,23
2025-05-26,2025,5,22,Cuddalore,Tamil Nadu,62,327,1308,536,111,26
2025-06-02,2025,6,23,Cuddalore,Tamil Nadu,36,155,1021,723,222,27
2025-06-09,2025,6,24,Cuddalore,Tamil Nadu,32,232,1430,513,336,20
2025-06-16,2025,6,25,Cuddalore,Tamil Nadu,20,158,680,634,340,13
2025-06-23,2025,6,26,Cuddalore,Tamil Nadu,57,170,1195,490,152,39
2025-06-30,2025,6,27,Cuddalore,Tamil Nadu,35,205,1428,979,254,20
2025-07-07,2025,7,28,Cuddalore,Tamil Nadu,51,113,1562,575,168,38
2025-07-14,2025,7,29,Cuddalore,Tamil Nadu,63,292,568,441,348,31
2025-07-21,2025,7,30,Cuddalore,Tamil Nadu,53,276,1064,388,118,36
2025-07-28,2025,7,31,Cuddalore,Tamil Nadu,36,194,560,585,382,20
2025-08-04,2025,8,32,Cuddalore,Tamil Nadu,25,116,1109,454,329,17
2025-08-11,2025,8,33,Cuddalore,Tamil Nadu,51,249,547,446,351,32
2025-08-18,2025,8,34,Cuddalore,Tamil Nadu,39,152,1119,510,266,30
2025-08-25,2025,8,35,Cuddalore,Tamil Nadu,33,106,1181,390,132,21
2025-09-01,2025,9,36,Cuddalore,Tamil Nadu,49,251,974,240,157,37
2025-09-08,2025,9,37,Cuddalore,Tamil Nadu,34,248,824,267,278,24
2025-09-15,2025,9,38,Cuddalore,Tamil Nadu,61,171,557,461,203,37
2025-09-22,2025,9,39,Cuddalore,Tamil Nadu,48,211,1055,206,130,29
2025-09-29,2025,9,40,Cuddalore,Tamil Nadu,43,254,632,333,303,31
2025-10-06,2025,10,41,Cuddalore,Tamil Nadu,115,569,871,277,212,83
2025-10-13,2025,10,42,Cuddalore,Tamil Nadu,102,344,992,444,264,50
2025-10-20,2025,10,43,Cuddalore,Tamil Nadu,54,389,1582,351,309,30
2025-10-27,2025,10,44,Cuddalore,Tamil Nadu,74,350,2488,214,249,60
2025-11-03,2025,11,45,Cuddalore,Tamil Nadu,127,330,1896,216,279,96
2025-11-10,2025,11,46,Cuddalore,Tamil Nadu,161,440,1927,421,150,83
2025-11-17,2025,11,47,Cuddalore,Tamil Nadu,122,739,1787,375,174,57
2025-11-24,2025,11,48,Cuddalore,Tamil Nadu,98,491,1796,251,260,58
2025-12-01,2025,12,49,Cuddalore,Tamil Nadu,158,576,1662,415,279,129
2025-12-08,2025,12,50,Cuddalore,Tamil Nadu,180,303,1358,447,312,95
2025-12-15,2025,12,51,Cuddalore,Tamil Nadu,105,534,1312,498,487,69
2025-12-22,2025,12,52,Cuddalore,Tamil Nadu,61,929,1156,348,407,34
2025-12-29,2025,12,1,Cuddalore,Tamil Nadu,82,425,2892,444,335,43
2015-01-05,2015,1,2,Dharmapuri,Tamil Nadu,50,175,1393,421,303,33
2015-01-12,2015,1,3,Dharmapuri,Tamil Nadu,54,91,1005,459,556,29
2015-01-19,2015,1,4,Dharmapuri,Tamil Nadu,28,165,781,473,531,18
2015-01-26,2015,1,5,Dharmapuri,Tamil Nadu,18,127,1312,554,661,14
2015-02-02,2015,2,6,Dharmapuri,Tamil Nadu,33,209,1116,363,194,20
2015-02-09,2015,2,7,Dharmapuri,Tamil Nadu,26,105,1022,502,427,17
2015-02-16,2015,2,8,Dharmapuri,Tamil Nadu,24,172,1567,394,242,13
2015-02-23,2015,2,9,Dharmapuri,Tamil Nadu,56,109,888,599,233,34
2015-03-02,2015,3,10,Dharmapuri,Tamil Nadu,29,173,1163,453,260,17
2015-03-09,2015,3,11,Dharmapuri,Tamil Nadu,29,158,697,499,112,13
2015-03-16,2015,3,12,Dharmapuri,Tamil Nadu,35,153,684,283,322,24
2015-03-23,2015,3,13,Dharmapuri,Tamil Nadu,44,162,1260,542,319,30
2015-03-30,2015,3,14,Dharmapuri,Tamil Nadu,27,138,483,469,144,18
2015-04-06,2015,4,15,Dharmapuri,Tamil Nadu,43,224,1187,267,96,18
2015-04-13,2015,4,16,Dharmapuri,Tamil Nadu,52,309,864,555,368,25
2015-04-20,2015,4,17,Dharmapuri,Tamil Nadu,61,525,552,614,174,37
2015-04-27,2015,4,18,Dharmapuri,Tamil Nadu,38,369,1285,294,363,24
2015-05-04,2015,5,19,Dharmapuri,Tamil Nadu,27,502,1345,445,261,12
2015-05-11,2015,5,20,Dharmapuri,Tamil Nadu,48,280,1246,353,335,28
2015-05-18,2015,5,21,Dharmapuri,Tamil Nadu,29,345,732,531,228,18
2015-05-25,2015,5,22,Dharmapuri,Tamil Nadu,53,290,1289,368,223,35
2015-06-01,2015,6,23,Dharmapuri,Tamil Nadu,21,162,844,1450,256,12
2015-06-08,2015,6,24,Dharmapuri,Tamil Nadu,28,331,1198,791,182,15
2015-06-15,2015,6,25,Dharmapuri,Tamil Nadu,38,291,786,776,225,29
2015-06-22,2015,6,26,Dharmapuri,Tamil Nadu,54,224,845,1326,187,32
2015-06-29,2015,6,27,Dharmapuri,Tamil Nadu,27,232,1235,877,221,13
2015-07-06,2015,7,28,Dharmapuri,Tamil Nadu,51,268,605,220,383,29
2015-07-13,2015,7,29,Dharmapuri,Tamil Nadu,50,148,1485,507,94,29
2015-07-20,2015,7,30,Dharmapuri,Tamil Nadu,42,202,774,387,198,25
2015-07-27,2015,7,31,Dharmapuri,Tamil Nadu,30,142,796,522,195,22
2015-08-03,2015,8,32,Dharmapuri,Tamil Nadu,18,156,1166,186,123,14
2015-08-10,2015,8,33,Dharmapuri,Tamil Nadu,38,170,678,298,265,26
2015-08-17,2015,8,34,Dharmapuri,Tamil Nadu,49,166,1340,504,286,26
2015-08-24,2015,8,35,Dharmapuri,Tamil Nadu,34,118,1452,355,352,18
2015-08-31,2015,8,36,Dharmapuri,Tamil Nadu,59,97,1094,377,279,25
2015-09-07,2015,9,37,Dharmapuri,Tamil Nadu,47,112,1196,493,138,33
2015-09-14,2015,9,38,Dharmapuri,Tamil Nadu,32,253,1129,419,190,16
2015-09-21,2015,9,39,Dharmapuri,Tamil Nadu,42,163,842,593,269,20
2015-09-28,2015,9,40,Dharmapuri,Tamil Nadu,56,165,739,491,129,28
2015-10-05,2015,10,41,Dharmapuri,Tamil Nadu,141,545,2291,361,350,98
2015-10-12,2015,10,42,Dharmapuri,Tamil Nadu,114,555,1318,451,267,66
2015-10-19,2015,10,43,Dharmapuri,Tamil Nadu,92,597,2258,490,124,45
2015-10-26,2015,10,44,Dharmapuri,Tamil Nadu,162,605,1958,449,205,95
2015-11-02,2015,11,45,Dharmapuri,Tamil Nadu,104,637,942,511,222,59
2015-11-09,2015,11,46,Dharmapuri,Tamil Nadu,86,361,1632,219,200,60
2015-11-16,2015,11,47,Dharmapuri,Tamil Nadu,129,281,1091,383,175,80
2015-11-23,2015,11,48,Dharmapuri,Tamil Nadu,82,387,2470,609,355,46
2015-11-30,2015,11,49,Dharmapuri,Tamil Nadu,123,794,2688,311,192,91
2015-12-07,2015,12,50,Dharmapuri,Tamil Nadu,113,648,1025,601,599,62
2015-12-14,2015,12,51,Dharmapuri,Tamil Nadu,102,247,2107,186,420,60
2015-12-21,2015,12,52,Dharmapuri,Tamil Nadu,109,585,972,490,323,75
2015-12-28,2015,12,53,Dharmapuri,Tamil Nadu,119,665,3123,484,253,68
2016-01-04,2016,1,1,Dharmapuri,Tamil Nadu,34,128,979,252,412,26
2016-01-11,2016,1,2,Dharmapuri,Tamil Nadu,44,163,631,249,543,24
2016-01-18,2016,1,3,Dharmapuri,Tamil Nadu,63,160,1162,477,434,30
2016-01-25,2016,1,4,Dharmapuri,Tamil Nadu,48,216,1401,398,642,32
2016-02-01,2016,2,5,Dharmapuri,Tamil Nadu,25,292,838,200,170,19
2016-02-08,2016,2,6,Dharmapuri,Tamil Nadu,27,227,849,397,183,18
2016-02-15,2016,2,7,Dharmapuri,Tamil Nadu,44,132,869,253,170,25
2016-02-22,2016,2,8,Dharmapuri,Tamil Nadu,33,243,1204,575,358,21
2016-02-29,2016,2,9,Dharmapuri,Tamil Nadu,51,252,681,395,167,34
2016-03-07,2016,3,10,Dharmapuri,Tamil Nadu,28,264,1095,431,274,17
2016-03-14,2016,3,11,Dharmapuri,Tamil Nadu,50,178,1165,414,366,27
2016-03-21,2016,3,12,Dharmapuri,Tamil Nadu,23,111,1431,229,275,13
2016-03-28,2016,3,13,Dharmapuri,Tamil Nadu,45,190,977,233,234,30
2016-04-04,2016,4,14,Dharmapuri,Tamil Nadu,45,662,985,306,287,29
2016-04-11,2016,4,15,Dharmapuri,Tamil Nadu,27,466,1076,540,331,14
2016-04-18,2016,4,16,Dharmapuri,Tamil Nadu,42,417,775,273,160,20
2016-04-25,2016,4,17,Dharmapuri,Tamil Nadu,39,510,634,460,176,26
2016-05-02,2016,5,18,Dharmapuri,Tamil Nadu,61,585,710,343,338,38
2016-05-09,2016,5,19,Dharmapuri,Tamil Nadu,56,365,738,599,219,30
2016-05-16,2016,5,20,Dharmapuri,Tamil Nadu,29,570,1600,541,301,18
2016-05-23,2016,5,21,Dharmapuri,Tamil Nadu,41,394,1412,414,161,24
2016-05-30,2016,5,22,Dharmapuri,Tamil Nadu,58,268,589,339,318,41
2016-06-06,2016,6,23,Dharmapuri,Tamil Nadu,19,147,1182,1332,401,11
2016-06-13,2016,6,24,Dharmapuri,Tamil Nadu,41,152,1010,1045,398,24
2016-06-20,2016,6,25,Dharmapuri,Tamil Nadu,21,161,988,1532,388,11
2016-06-27,2016,6,26,Dharmapuri,Tamil Nadu,22,112,934,627,127,12
2016-07-04,2016,7,27,Dharmapuri,Tamil Nadu,49,118,682,430,196,40
2016-07-11,2016,7,28,Dharmapuri,Tamil Nadu,64,288,1333,314,212,35
2016-07-18,2016,7,29,Dharmapuri,Tamil Nadu,26,271,489,469,193,20
2016-07-25,2016,7,30,Dharmapuri,Tamil Nadu,50,238,860,316,303,32
2016-08-01,2016,8,31,Dharmapuri,Tamil Nadu,48,109,1335,212,408,32
2016-08-08,2016,8,32,Dharmapuri,Tamil Nadu,17,184,711,286,420,13
2016-08-15,2016,8,33,Dharmapuri,Tamil Nadu,50,200,641,431,298,22
2016-08-22,2016,8,34,Dharmapuri,Tamil Nadu,44,239,1150,382,390,20
2016-08-29,2016,8,35,Dharmapuri,Tamil Nadu,25,132,1205,245,217,12
2016-09-05,2016,9,36,Dharmapuri,Tamil Nadu,57,318,487,228,216,38
2016-09-12,2016,9,37,Dharmapuri,Tamil Nadu,46,131,633,469,307,36
2016-09-19,2016,9,38,Dharmapuri,Tamil Nadu,40,130,1058,217,175,23
2016-09-26,2016,9,39,Dharmapuri,Tamil Nadu,25,113,569,432,206,16
2016-10-03,2016,10,40,Dharmapuri,Tamil Nadu,119,890,2593,247,240,51
2016-10-10,2016,10,41,Dharmapuri,Tamil Nadu,148,301,1078,503,287,93
2016-10-17,2016,10,42,Dharmapuri,Tamil Nadu,155,1059,1098,542,390,85
2016-10-24,2016,10,43,Dharmapuri,Tamil Nadu,94,642,2224,552,212,58
2016-10-31,2016,10,44,Dharmapuri,Tamil Nadu,91,566,786,300,344,65
2016-11-07,2016,11,45,Dharmapuri,Tamil Nadu,93,513,1272,283,153,48
2016-11-14,2016,11,46,Dharmapuri,Tamil Nadu,250,470,1271,414,316,147
2016-11-21,2016,11,47,Dharmapuri,Tamil Nadu,170,668,1407,539,146,103
2016-11-28,2016,11,48,Dharmapuri,Tamil Nadu,139,624,1126,490,210,69
2016-12-05,2016,12,49,Dharmapuri,Tamil Nadu,123,436,1935,421,854,66
2016-12-12,2016,12,50,Dharmapuri,Tamil Nadu,131,249,2112,542,394,92
2016-12-19,2016,12,51,Dharmapuri,Tamil Nadu,193,446,1737,445,275,97
2016-12-26,2016,12,52,Dharmapuri,Tamil Nadu,129,456,1548,245,312,76
2017-01-02,2017,1,1,Dharmapuri,Tamil Nadu,26,105,645,295,156,15
2017-01-09,2017,1,2,Dharmapuri,Tamil Nadu,25,181,1043,376,571,15
2017-01-16,2017,1,3,Dharmapuri,Tamil Nadu,26,152,1116,606,593,17
2017-01-23,2017,1,4,Dharmapuri,Tamil Nadu,26,112,1060,268,244,13
2017-01-30,2017,1,5,Dharmapuri,Tamil Nadu,42,234,1485,249,242,33
2017-02-06,2017,2,6,Dharmapuri,Tamil Nadu,24,192,888,304,149,17
2017-02-13,2017,2,7,Dharmapuri,Tamil Nadu,36,158,559,406,404,19
2017-02-20,2017,2,8,Dharmapuri,Tamil Nadu,29,116,854,235,277,16
2017-02-27,2017,2,9,Dharmapuri,Tamil Nadu,45,281,1413,268,267,22
2017-03-06,2017,3,10,Dharmapuri,Tamil Nadu,30,209,955,305,142,16
2017-03-13,2017,3,11,Dharmapuri,Tamil Nadu,30,172,1405,570,398,19
2017-03-20,2017,3,12,Dharmapuri,Tamil Nadu,45,196,555,338,334,28
2017-03-27,2017,3,13,Dharmapuri,Tamil Nadu,40,184,579,633,136,24
2017-04-03,2017,4,14,Dharmapuri,Tamil Nadu,23,502,1141,360,141,18
2017-04-10,2017,4,15,Dharmapuri,Tamil Nadu,25,339,485,383,182,16
2017-04-17,2017,4,16,Dharmapuri,Tamil Nadu,50,321,1244,377,329,30
2017-04-24,2017,4,17,Dharmapuri,Tamil Nadu,25,542,1509,433,187,13
2017-05-01,2017,5,18,Dharmapuri,Tamil Nadu,67,624,1332,397,152,29
2017-05-08,2017,5,19,Dharmapuri,Tamil Nadu,23,279,1319,331,108,15
2017-05-15,2017,5,20,Dharmapuri,Tamil Nadu,36,206,1254,371,231,25
2017-05-22,2017,5,21,Dharmapuri,Tamil Nadu,51,325,1076,579,158,23
2017-05-29,2017,5,22,Dharmapuri,Tamil Nadu,21,416,898,183,240,15
2017-06-05,2017,6,23,Dharmapuri,Tamil Nadu,46,115,731,777,144,23
2017-06-12,2017,6,24,Dharmapuri,Tamil Nadu,40,209,1134,1678,361,18
2017-06-19,2017,6,25,Dharmapuri,Tamil Nadu,33,303,836,1202,308,20
2017-06-26,2017,6,26,Dharmapuri,Tamil Nadu,49,165,615,743,346,33
2017-07-03,2017,7,27,Dharmapuri,Tamil Nadu,41,223,1434,224,423,30
2017-07-10,2017,7,28,Dharmapuri,Tamil Nadu,58,151,589,249,263,30
2017-07-17,2017,7,29,Dharmapuri,Tamil Nadu,57,238,496,334,325,32
2017-07-24,2017,7,30,Dharmapuri,Tamil Nadu,44,250,1342,535,158,21
2017-07-31,2017,7,31,Dharmapuri,Tamil Nadu,31,288,1472,217,213,15
2017-08-07,2017,8,32,Dharmapuri,Tamil Nadu,44,103,1516,318,292,25
2017-08-14,2017,8,33,Dharmapuri,Tamil Nadu,52,218,1333,258,347,31
2017-08-21,2017,8,34,Dharmapuri,Tamil Nadu,31,115,1435,311,180,15
2017-08-28,2017,8,35,Dharmapuri,Tamil Nadu,35,229,1507,472,296,19
2017-09-04,2017,9,36,Dharmapuri,Tamil Nadu,23,277,1127,298,169,14
2017-09-11,2017,9,37,Dharmapuri,Tamil Nadu,47,185,1358,242,195,25
2017-09-18,2017,9,38,Dharmapuri,Tamil Nadu,55,261,1239,469,104,37
2017-09-25,2017,9,39,Dharmapuri,Tamil Nadu,23,265,1458,423,335,14
2017-10-02,2017,10,40,Dharmapuri,Tamil Nadu,79,871,1295,301,353,50
2017-10-09,2017,10,41,Dharmapuri,Tamil Nadu,93,537,2092,231,136,69
2017-10-16,2017,10,42,Dharmapuri,Tamil Nadu,71,555,1689,281,228,43
2017-10-23,2017,10,43,Dharmapuri,Tamil Nadu,153,608,1969,469,148,68
2017-10-30,2017,10,44,Dharmapuri,Tamil Nadu,146,699,1199,247,277,100
2017-11-06,2017,11,45,Dharmapuri,Tamil Nadu,90,589,1577,258,250,72
2017-11-13,2017,11,46,Dharmapuri,Tamil Nadu,151,395,1436,318,411,89
2017-11-20,2017,11,47,Dharmapuri,Tamil Nadu,128,258,1233,339,329,78
2017-11-27,2017,11,48,Dharmapuri,Tamil Nadu,69,640,1038,422,143,41
2017-12-04,2017,12,49,Dharmapuri,Tamil Nadu,108,731,2013,368,360,69
2017-12-11,2017,12,50,Dharmapuri,Tamil Nadu,181,314,3034,237,461,129
2017-12-18,2017,12,51,Dharmapuri,Tamil Nadu,90,428,1195,414,465,50
2017-12-25,2017,12,52,Dharmapuri,Tamil Nadu,102,923,1789,190,232,67
2018-01-01,2018,1,1,Dharmapuri,Tamil Nadu,57,173,1537,556,611,35
2018-01-08,2018,1,2,Dharmapuri,Tamil Nadu,36,119,899,289,271,21
2018-01-15,2018,1,3,Dharmapuri,Tamil Nadu,52,133,1334,367,301,37
2018-01-22,2018,1,4,Dharmapuri,Tamil Nadu,25,247,1151,488,717,13
2018-01-29,2018,1,5,Dharmapuri,Tamil Nadu,32,255,1553,301,285,25
2018-02-05,2018,2,6,Dharmapuri,Tamil Nadu,44,171,1147,335,212,22
2018-02-12,2018,2,7,Dharmapuri,Tamil Nadu,30,124,779,470,217,15
2018-02-19,2018,2,8,Dharmapuri,Tamil Nadu,25,127,676,349,157,14
2018-02-26,2018,2,9,Dharmapuri,Tamil Nadu,57,164,1173,298,103,27
2018-03-05,2018,3,10,Dharmapuri,Tamil Nadu,38,216,1002,619,246,25
2018-03-12,2018,3,11,Dharmapuri,Tamil Nadu,40,231,963,596,409,20
