date,year,month,week_number,day_of_year,district,state,min_temperature_c
2016-05-14,2016,5,19,135,Thoothukudi,Tamil Nadu,27.3
2016-05-14,2016,5,19,135,Thanjavur,Tamil Nadu,28.31
2016-05-14,2016,5,19,135,Dindigul,Tamil Nadu,23.98
2016-05-14,2016,5,19,135,Kanyakumari,Tamil Nadu,26.41
2016-05-14,2016,5,19,135,Namakkal,Tamil Nadu,27.49
2016-05-14,2016,5,19,135,Karur,Tamil Nadu,27.93
2016-05-14,2016,5,19,135,Cuddalore,Tamil Nadu,28.07
2016-05-14,2016,5,19,135,Nagapattinam,Tamil Nadu,28.31
2016-05-14,2016,5,19,135,Virudhunagar,Tamil Nadu,25.17
2016-05-14,2016,5,19,135,Sivagangai,Tamil Nadu,26.25
2016-05-14,2016,5,19,135,Ramanathapuram,Tamil Nadu,26.25
2016-05-14,2016,5,19,135,Tiruppur,Tamil Nadu,23.32
2016-05-15,2016,5,19,136,Chennai,Tamil Nadu,27.9
2016-05-15,2016,5,19,136,Coimbatore,Tamil Nadu,20.98
2016-05-15,2016,5,19,136,Madurai,Tamil Nadu,24.6
2016-05-15,2016,5,19,136,Salem,Tamil Nadu,26.33
2016-05-15,2016,5,19,136,Trichy,Tamil Nadu,26.34
2016-05-15,2016,5,19,136,Tirunelveli,Tamil Nadu,24.89
2016-05-15,2016,5,19,136,Erode,Tamil Nadu,22.24
2016-05-15,2016,5,19,136,Vellore,Tamil Nadu,27.56
2016-05-15,2016,5,19,136,Thoothukudi,Tamil Nadu,25.65
2016-05-15,2016,5,19,136,Thanjavur,Tamil Nadu,26.92
2016-05-15,2016,5,19,136,Dindigul,Tamil Nadu,22.6
2016-05-15,2016,5,19,136,Kanyakumari,Tamil Nadu,24.89
2016-05-15,2016,5,19,136,Namakkal,Tamil Nadu,26.33
2016-05-15,2016,5,19,136,Karur,Tamil Nadu,26.34
2016-05-15,2016,5,19,136,Cuddalore,Tamil Nadu,26.97
2016-05-15,2016,5,19,136,Nagapattinam,Tamil Nadu,26.92
2016-05-15,2016,5,19,136,Virudhunagar,Tamil Nadu,23.5
2016-05-15,2016,5,19,136,Sivagangai,Tamil Nadu,24.6
2016-05-15,2016,5,19,136,Ramanathapuram,Tamil Nadu,24.6
2016-05-15,2016,5,19,136,Tiruppur,Tamil Nadu,22.24
2016-05-16,2016,5,20,137,Chennai,Tamil Nadu,27.52
2016-05-16,2016,5,20,137,Coimbatore,Tamil Nadu,21.46
2016-05-16,2016,5,20,137,Madurai,Tamil Nadu,23.26
2016-05-16,2016,5,20,137,Salem,Tamil Nadu,25.65
2016-05-16,2016,5,20,137,Trichy,Tamil Nadu,25.37
2016-05-16,2016,5,20,137,Tirunelveli,Tamil Nadu,24.28
2016-05-16,2016,5,20,137,Erode,Tamil Nadu,22.5
2016-05-16,2016,5,20,137,Vellore,Tamil Nadu,26.85
2016-05-16,2016,5,20,137,Thoothukudi,Tamil Nadu,24.62
2016-05-16,2016,5,20,137,Thanjavur,Tamil Nadu,25.78
2016-05-16,2016,5,20,137,Dindigul,Tamil Nadu,22.61
2016-05-16,2016,5,20,137,Kanyakumari,Tamil Nadu,24.28
2016-05-16,2016,5,20,137,Namakkal,Tamil Nadu,25.65
2016-05-16,2016,5,20,137,Karur,Tamil Nadu,25.37
2016-05-16,2016,5,20,137,Cuddalore,Tamil Nadu,25.81
2016-05-16,2016,5,20,137,Nagapattinam,Tamil Nadu,25.78
2016-05-16,2016,5,20,137,Virudhunagar,Tamil Nadu,23.45
2016-05-16,2016,5,20,137,Sivagangai,Tamil Nadu,23.26
2016-05-16,2016,5,20,137,Ramanathapuram,Tamil Nadu,23.26
2016-05-16,2016,5,20,137,Tiruppur,Tamil Nadu,22.5
2016-05-17,2016,5,20,138,Chennai,Tamil Nadu,26.21
2016-05-17,2016,5,20,138,Coimbatore,Tamil Nadu,21.23
2016-05-17,2016,5,20,138,Madurai,Tamil Nadu,23.16
2016-05-17,2016,5,20,138,Salem,Tamil Nadu,24.76
2016-05-17,2016,5,20,138,Trichy,Tamil Nadu,24.57
2016-05-17,2016,5,20,138,Tirunelveli,Tamil Nadu,24.34
2016-05-17,2016,5,20,138,Erode,Tamil Nadu,21.73
2016-05-17,2016,5,20,138,Vellore,Tamil Nadu,25.31
2016-05-17,2016,5,20,138,Thoothukudi,Tamil Nadu,24.61
2016-05-17,2016,5,20,138,Thanjavur,Tamil Nadu,24.87
2016-05-17,2016,5,20,138,Dindigul,Tamil Nadu,21.51
2016-05-17,2016,5,20,138,Kanyakumari,Tamil Nadu,24.34
2016-05-17,2016,5,20,138,Namakkal,Tamil Nadu,24.76
2016-05-17,2016,5,20,138,Karur,Tamil Nadu,24.57
2016-05-17,2016,5,20,138,Cuddalore,Tamil Nadu,24.63
2016-05-17,2016,5,20,138,Nagapattinam,Tamil Nadu,24.87
2016-05-17,2016,5,20,138,Virudhunagar,Tamil Nadu,23.02
2016-05-17,2016,5,20,138,Sivagangai,Tamil Nadu,23.16
2016-05-17,2016,5,20,138,Ramanathapuram,Tamil Nadu,23.16
2016-05-17,2016,5,20,138,Tiruppur,Tamil Nadu,21.73
2016-05-18,2016,5,20,139,Chennai,Tamil Nadu,25.56
2016-05-18,2016,5,20,139,Coimbatore,Tamil Nadu,20.43
2016-05-18,2016,5,20,139,Madurai,Tamil Nadu,23.03
2016-05-18,2016,5,20,139,Salem,Tamil Nadu,24.45
2016-05-18,2016,5,20,139,Trichy,Tamil Nadu,24.5
2016-05-18,2016,5,20,139,Tirunelveli,Tamil Nadu,23.69
2016-05-18,2016,5,20,139,Erode,Tamil Nadu,21.26
2016-05-18,2016,5,20,139,Vellore,Tamil Nadu,24.85
2016-05-18,2016,5,20,139,Thoothukudi,Tamil Nadu,24.13
2016-05-18,2016,5,20,139,Thanjavur,Tamil Nadu,24.8
2016-05-18,2016,5,20,139,Dindigul,Tamil Nadu,21.35
2016-05-18,2016,5,20,139,Kanyakumari,Tamil Nadu,23.69
2016-05-18,2016,5,20,139,Namakkal,Tamil Nadu,24.45
2016-05-18,2016,5,20,139,Karur,Tamil Nadu,24.5
2016-05-18,2016,5,20,139,Cuddalore,Tamil Nadu,24.6
2016-05-18,2016,5,20,139,Nagapattinam,Tamil Nadu,24.8
2016-05-18,2016,5,20,139,Virudhunagar,Tamil Nadu,22.55
2016-05-18,2016,5,20,139,Sivagangai,Tamil Nadu,23.03
2016-05-18,2016,5,20,139,Ramanathapuram,Tamil Nadu,23.03
2016-05-18,2016,5,20,139,Tiruppur,Tamil Nadu,21.26
2016-05-19,2016,5,20,140,Chennai,Tamil Nadu,24.04
2016-05-19,2016,5,20,140,Coimbatore,Tamil Nadu,21.12
2016-05-19,2016,5,20,140,Madurai,Tamil Nadu,24.12
2016-05-19,2016,5,20,140,Salem,Tamil Nadu,24.57
2016-05-19,2016,5,20,140,Trichy,Tamil Nadu,25.44
2016-05-19,2016,5,20,140,Tirunelveli,Tamil Nadu,25.13
2016-05-19,2016,5,20,140,Erode,Tamil Nadu,21.86
2016-05-19,2016,5,20,140,Vellore,Tamil Nadu,24.3
2016-05-19,2016,5,20,140,Thoothukudi,Tamil Nadu,25.3
2016-05-19,2016,5,20,140,Thanjavur,Tamil Nadu,25.46
2016-05-19,2016,5,20,140,Dindigul,Tamil Nadu,22.31
2016-05-19,2016,5,20,140,Kanyakumari,Tamil Nadu,25.13
2016-05-19,2016,5,20,140,Namakkal,Tamil Nadu,24.57
2016-05-19,2016,5,20,140,Karur,Tamil Nadu,25.44
2016-05-19,2016,5,20,140,Cuddalore,Tamil Nadu,25.02
2016-05-19,2016,5,20,140,Nagapattinam,Tamil Nadu,25.46
2016-05-19,2016,5,20,140,Virudhunagar,Tamil Nadu,23.97
2016-05-19,2016,5,20,140,Sivagangai,Tamil Nadu,24.12
2016-05-19,2016,5,20,140,Ramanathapuram,Tamil Nadu,24.12
2016-05-19,2016,5,20,140,Tiruppur,Tamil Nadu,21.86
2016-05-20,2016,5,20,141,Chennai,Tamil Nadu,23.9
2016-05-20,2016,5,20,141,Coimbatore,Tamil Nadu,20.19
2016-05-20,2016,5,20,141,Madurai,Tamil Nadu,23.3
2016-05-20,2016,5,20,141,Salem,Tamil Nadu,23.4
2016-05-20,2016,5,20,141,Trichy,Tamil Nadu,24.5
2016-05-20,2016,5,20,141,Tirunelveli,Tamil Nadu,24.41
2016-05-20,2016,5,20,141,Erode,Tamil Nadu,20.82
2016-05-20,2016,5,20,141,Vellore,Tamil Nadu,23.96
2016-05-20,2016,5,20,141,Thoothukudi,Tamil Nadu,24.61
2016-05-20,2016,5,20,141,Thanjavur,Tamil Nadu,24.35
2016-05-20,2016,5,20,141,Dindigul,Tamil Nadu,21.51
2016-05-20,2016,5,20,141,Kanyakumari,Tamil Nadu,24.41
2016-05-20,2016,5,20,141,Namakkal,Tamil Nadu,23.4
2016-05-20,2016,5,20,141,Karur,Tamil Nadu,24.5
2016-05-20,2016,5,20,141,Cuddalore,Tamil Nadu,24.18
2016-05-20,2016,5,20,141,Nagapattinam,Tamil Nadu,24.35
2016-05-20,2016,5,20,141,Virudhunagar,Tamil Nadu,23.15
2016-05-20,2016,5,20,141,Sivagangai,Tamil Nadu,23.3
2016-05-20,2016,5,20,141,Ramanathapuram,Tamil Nadu,23.3
2016-05-20,2016,5,20,141,Tiruppur,Tamil Nadu,20.82
2016-05-21,2016,5,20,142,Chennai,Tamil Nadu,27.65
2016-05-21,2016,5,20,142,Coimbatore,Tamil Nadu,21.23
2016-05-21,2016,5,20,142,Madurai,Tamil Nadu,25.49
2016-05-21,2016,5,20,142,Salem,Tamil Nadu,26.45
2016-05-21,2016,5,20,142,Trichy,Tamil Nadu,26.84
2016-05-21,2016,5,20,142,Tirunelveli,Tamil Nadu,25.8
2016-05-21,2016,5,20,142,Erode,Tamil Nadu,22.33
2016-05-21,2016,5,20,142,Vellore,Tamil Nadu,27.3
2016-05-21,2016,5,20,142,Thoothukudi,Tamil Nadu,26.55
2016-05-21,2016,5,20,142,Thanjavur,Tamil Nadu,27.17
2016-05-21,2016,5,20,142,Dindigul,Tamil Nadu,23.05
2016-05-21,2016,5,20,142,Kanyakumari,Tamil Nadu,25.8
2016-05-21,2016,5,20,142,Namakkal,Tamil Nadu,26.45
2016-05-21,2016,5,20,142,Karur,Tamil Nadu,26.84
2016-05-21,2016,5,20,142,Cuddalore,Tamil Nadu,27.16
2016-05-21,2016,5,20,142,Nagapattinam,Tamil Nadu,27.17
2016-05-21,2016,5,20,142,Virudhunagar,Tamil Nadu,24.63
2016-05-21,2016,5,20,142,Sivagangai,Tamil Nadu,25.49
2016-05-21,2016,5,20,142,Ramanathapuram,Tamil Nadu,25.49
2016-05-21,2016,5,20,142,Tiruppur,Tamil Nadu,22.33
2016-05-22,2016,5,20,143,Chennai,Tamil Nadu,28.32
2016-05-22,2016,5,20,143,Coimbatore,Tamil Nadu,21.69
2016-05-22,2016,5,20,143,Madurai,Tamil Nadu,26.29
2016-05-22,2016,5,20,143,Salem,Tamil Nadu,27.01
2016-05-22,2016,5,20,143,Trichy,Tamil Nadu,27.52
2016-05-22,2016,5,20,143,Tirunelveli,Tamil Nadu,26.63
2016-05-22,2016,5,20,143,Erode,Tamil Nadu,22.94
2016-05-22,2016,5,20,143,Vellore,Tamil Nadu,27.66
2016-05-22,2016,5,20,143,Thoothukudi,Tamil Nadu,27.37
2016-05-22,2016,5,20,143,Thanjavur,Tamil Nadu,28.02
2016-05-22,2016,5,20,143,Dindigul,Tamil Nadu,23.79
2016-05-22,2016,5,20,143,Kanyakumari,Tamil Nadu,26.63
2016-05-22,2016,5,20,143,Namakkal,Tamil Nadu,27.01
2016-05-22,2016,5,20,143,Karur,Tamil Nadu,27.52
2016-05-22,2016,5,20,143,Cuddalore,Tamil Nadu,27.94
2016-05-22,2016,5,20,143,Nagapattinam,Tamil Nadu,28.02
2016-05-22,2016,5,20,143,Virudhunagar,Tamil Nadu,25.39
2016-05-22,2016,5,20,143,Sivagangai,Tamil Nadu,26.29
2016-05-22,2016,5,20,143,Ramanathapuram,Tamil Nadu,26.29
2016-05-22,2016,5,20,143,Tiruppur,Tamil Nadu,22.94
2016-05-23,2016,5,21,144,Chennai,Tamil Nadu,28.95
2016-05-23,2016,5,21,144,Coimbatore,Tamil Nadu,22.13
2016-05-23,2016,5,21,144,Madurai,Tamil Nadu,26.55
2016-05-23,2016,5,21,144,Salem,Tamil Nadu,27.57
2016-05-23,2016,5,21,144,Trichy,Tamil Nadu,28.09
2016-05-23,2016,5,21,144,Tirunelveli,Tamil Nadu,26.66
2016-05-23,2016,5,21,144,Erode,Tamil Nadu,23.29
2016-05-23,2016,5,21,144,Vellore,Tamil Nadu,28.29
2016-05-23,2016,5,21,144,Thoothukudi,Tamil Nadu,27.54
2016-05-23,2016,5,21,144,Thanjavur,Tamil Nadu,28.52
2016-05-23,2016,5,21,144,Dindigul,Tamil Nadu,24.12
2016-05-23,2016,5,21,144,Kanyakumari,Tamil Nadu,26.66
2016-05-23,2016,5,21,144,Namakkal,Tamil Nadu,27.57
2016-05-23,2016,5,21,144,Karur,Tamil Nadu,28.09
2016-05-23,2016,5,21,144,Cuddalore,Tamil Nadu,28.36
2016-05-23,2016,5,21,144,Nagapattinam,Tamil Nadu,28.52
2016-05-23,2016,5,21,144,Virudhunagar,Tamil Nadu,25.45
2016-05-23,2016,5,21,144,Sivagangai,Tamil Nadu,26.55
2016-05-23,2016,5,21,144,Ramanathapuram,Tamil Nadu,26.55
2016-05-23,2016,5,21,144,Tiruppur,Tamil Nadu,23.29
2016-05-24,2016,5,21,145,Chennai,Tamil Nadu,29.2
2016-05-24,2016,5,21,145,Coimbatore,Tamil Nadu,22.06
2016-05-24,2016,5,21,145,Madurai,Tamil Nadu,26.7
2016-05-24,2016,5,21,145,Salem,Tamil Nadu,27.75
2016-05-24,2016,5,21,145,Trichy,Tamil Nadu,28.12
2016-05-24,2016,5,21,145,Tirunelveli,Tamil Nadu,26.8
2016-05-24,2016,5,21,145,Erode,Tamil Nadu,23.12
2016-05-24,2016,5,21,145,Vellore,Tamil Nadu,28.32
2016-05-24,2016,5,21,145,Thoothukudi,Tamil Nadu,27.66
2016-05-24,2016,5,21,145,Thanjavur,Tamil Nadu,28.73
2016-05-24,2016,5,21,145,Dindigul,Tamil Nadu,24.02
2016-05-24,2016,5,21,145,Kanyakumari,Tamil Nadu,26.8
2016-05-24,2016,5,21,145,Namakkal,Tamil Nadu,27.75
2016-05-24,2016,5,21,145,Karur,Tamil Nadu,28.12
2016-05-24,2016,5,21,145,Cuddalore,Tamil Nadu,28.53
2016-05-24,2016,5,21,145,Nagapattinam,Tamil Nadu,28.73
2016-05-24,2016,5,21,145,Virudhunagar,Tamil Nadu,25.58
2016-05-24,2016,5,21,145,Sivagangai,Tamil Nadu,26.7
2016-05-24,2016,5,21,145,Ramanathapuram,Tamil Nadu,26.7
2016-05-24,2016,5,21,145,Tiruppur,Tamil Nadu,23.12
2016-05-25,2016,5,21,146,Chennai,Tamil Nadu,29.65
2016-05-25,2016,5,21,146,Coimbatore,Tamil Nadu,21.76
2016-05-25,2016,5,21,146,Madurai,Tamil Nadu,26.7
2016-05-25,2016,5,21,146,Salem,Tamil Nadu,27.79
2016-05-25,2016,5,21,146,Trichy,Tamil Nadu,28.15
2016-05-25,2016,5,21,146,Tirunelveli,Tamil Nadu,26.71
2016-05-25,2016,5,21,146,Erode,Tamil Nadu,23.14
2016-05-25,2016,5,21,146,Vellore,Tamil Nadu,28.81
2016-05-25,2016,5,21,146,Thoothukudi,Tamil Nadu,27.62
2016-05-25,2016,5,21,146,Thanjavur,Tamil Nadu,28.64
2016-05-25,2016,5,21,146,Dindigul,Tamil Nadu,24.04
2016-05-25,2016,5,21,146,Kanyakumari,Tamil Nadu,26.71
2016-05-25,2016,5,21,146,Namakkal,Tamil Nadu,27.79
2016-05-25,2016,5,21,146,Karur,Tamil Nadu,28.15
2016-05-25,2016,5,21,146,Cuddalore,Tamil Nadu,28.56
2016-05-25,2016,5,21,146,Nagapattinam,Tamil Nadu,28.64
2016-05-25,2016,5,21,146,Virudhunagar,Tamil Nadu,25.4
2016-05-25,2016,5,21,146,Sivagangai,Tamil Nadu,26.7
2016-05-25,2016,5,21,146,Ramanathapuram,Tamil Nadu,26.7
2016-05-25,2016,5,21,146,Tiruppur,Tamil Nadu,23.14
2016-05-26,2016,5,21,147,Chennai,Tamil Nadu,29.85
2016-05-26,2016,5,21,147,Coimbatore,Tamil Nadu,21.62
2016-05-26,2016,5,21,147,Madurai,Tamil Nadu,26.75
2016-05-26,2016,5,21,147,Salem,Tamil Nadu,27.72
2016-05-26,2016,5,21,147,Trichy,Tamil Nadu,28.27
2016-05-26,2016,5,21,147,Tirunelveli,Tamil Nadu,26.58
2016-05-26,2016,5,21,147,Erode,Tamil Nadu,23.26
2016-05-26,2016,5,21,147,Vellore,Tamil Nadu,28.65
2016-05-26,2016,5,21,147,Thoothukudi,Tamil Nadu,27.59
2016-05-26,2016,5,21,147,Thanjavur,Tamil Nadu,28.69
2016-05-26,2016,5,21,147,Dindigul,Tamil Nadu,24.11
2016-05-26,2016,5,21,147,Kanyakumari,Tamil Nadu,26.58
2016-05-26,2016,5,21,147,Namakkal,Tamil Nadu,27.72
2016-05-26,2016,5,21,147,Karur,Tamil Nadu,28.27
2016-05-26,2016,5,21,147,Cuddalore,Tamil Nadu,28.71
2016-05-26,2016,5,21,147,Nagapattinam,Tamil Nadu,28.69
2016-05-26,2016,5,21,147,Virudhunagar,Tamil Nadu,25.3
2016-05-26,2016,5,21,147,Sivagangai,Tamil Nadu,26.75
2016-05-26,2016,5,21,147,Ramanathapuram,Tamil Nadu,26.75
2016-05-26,2016,5,21,147,Tiruppur,Tamil Nadu,23.26
2016-05-27,2016,5,21,148,Chennai,Tamil Nadu,28.91
2016-05-27,2016,5,21,148,Coimbatore,Tamil Nadu,22.14
2016-05-27,2016,5,21,148,Madurai,Tamil Nadu,26.76
2016-05-27,2016,5,21,148,Salem,Tamil Nadu,27.56
2016-05-27,2016,5,21,148,Trichy,Tamil Nadu,28.06
2016-05-27,2016,5,21,148,Tirunelveli,Tamil Nadu,26.68
2016-05-27,2016,5,21,148,Erode,Tamil Nadu,23.16
2016-05-27,2016,5,21,148,Vellore,Tamil Nadu,28.69
2016-05-27,2016,5,21,148,Thoothukudi,Tamil Nadu,27.63
2016-05-27,2016,5,21,148,Thanjavur,Tamil Nadu,28.55
2016-05-27,2016,5,21,148,Dindigul,Tamil Nadu,23.99
2016-05-27,2016,5,21,148,Kanyakumari,Tamil Nadu,26.68
2016-05-27,2016,5,21,148,Namakkal,Tamil Nadu,27.56
2016-05-27,2016,5,21,148,Karur,Tamil Nadu,28.06
2016-05-27,2016,5,21,148,Cuddalore,Tamil Nadu,28.54
2016-05-27,2016,5,21,148,Nagapattinam,Tamil Nadu,28.55
2016-05-27,2016,5,21,148,Virudhunagar,Tamil Nadu,25.51
2016-05-27,2016,5,21,148,Sivagangai,Tamil Nadu,26.76
2016-05-27,2016,5,21,148,Ramanathapuram,Tamil Nadu,26.76
2016-05-27,2016,5,21,148,Tiruppur,Tamil Nadu,23.16
2016-05-28,2016,5,21,149,Chennai,Tamil Nadu,27.04
2016-05-28,2016,5,21,149,Coimbatore,Tamil Nadu,20.77
2016-05-28,2016,5,21,149,Madurai,Tamil Nadu,25.02
2016-05-28,2016,5,21,149,Salem,Tamil Nadu,25.76
2016-05-28,2016,5,21,149,Trichy,Tamil Nadu,26.14
2016-05-28,2016,5,21,149,Tirunelveli,Tamil Nadu,24.97
2016-05-28,2016,5,21,149,Erode,Tamil Nadu,21.88
2016-05-28,2016,5,21,149,Vellore,Tamil Nadu,26.98
2016-05-28,2016,5,21,149,Thoothukudi,Tamil Nadu,25.85
2016-05-28,2016,5,21,149,Thanjavur,Tamil Nadu,26.61
2016-05-28,2016,5,21,149,Dindigul,Tamil Nadu,22.28
2016-05-28,2016,5,21,149,Kanyakumari,Tamil Nadu,24.97
2016-05-28,2016,5,21,149,Namakkal,Tamil Nadu,25.76
2016-05-28,2016,5,21,149,Karur,Tamil Nadu,26.14
2016-05-28,2016,5,21,149,Cuddalore,Tamil Nadu,26.67
2016-05-28,2016,5,21,149,Nagapattinam,Tamil Nadu,26.61
2016-05-28,2016,5,21,149,Virudhunagar,Tamil Nadu,23.76
2016-05-28,2016,5,21,149,Sivagangai,Tamil Nadu,25.02
2016-05-28,2016,5,21,149,Ramanathapuram,Tamil Nadu,25.02
2016-05-28,2016,5,21,149,Tiruppur,Tamil Nadu,21.88
2016-05-29,2016,5,21,150,Chennai,Tamil Nadu,27.28
2016-05-29,2016,5,21,150,Coimbatore,Tamil Nadu,20.34
2016-05-29,2016,5,21,150,Madurai,Tamil Nadu,25.32
2016-05-29,2016,5,21,150,Salem,Tamil Nadu,25.88
2016-05-29,2016,5,21,150,Trichy,Tamil Nadu,26.56
2016-05-29,2016,5,21,150,Tirunelveli,Tamil Nadu,25.21
2016-05-29,2016,5,21,150,Erode,Tamil Nadu,21.49
2016-05-29,2016,5,21,150,Vellore,Tamil Nadu,26.87
2016-05-29,2016,5,21,150,Thoothukudi,Tamil Nadu,26.17
2016-05-29,2016,5,21,150,Thanjavur,Tamil Nadu,26.99
2016-05-29,2016,5,21,150,Dindigul,Tamil Nadu,22.29
2016-05-29,2016,5,21,150,Kanyakumari,Tamil Nadu,25.21
2016-05-29,2016,5,21,150,Namakkal,Tamil Nadu,25.88
2016-05-29,2016,5,21,150,Karur,Tamil Nadu,26.56
2016-05-29,2016,5,21,150,Cuddalore,Tamil Nadu,26.96
2016-05-29,2016,5,21,150,Nagapattinam,Tamil Nadu,26.99
2016-05-29,2016,5,21,150,Virudhunagar,Tamil Nadu,23.86
2016-05-29,2016,5,21,150,Sivagangai,Tamil Nadu,25.32
2016-05-29,2016,5,21,150,Ramanathapuram,Tamil Nadu,25.32
2016-05-29,2016,5,21,150,Tiruppur,Tamil Nadu,21.49
2016-05-30,2016,5,22,151,Chennai,Tamil Nadu,28.06
2016-05-30,2016,5,22,151,Coimbatore,Tamil Nadu,21.0
2016-05-30,2016,5,22,151,Madurai,Tamil Nadu,25.44
2016-05-30,2016,5,22,151,Salem,Tamil Nadu,26.32
2016-05-30,2016,5,22,151,Trichy,Tamil Nadu,26.89
2016-05-30,2016,5,22,151,Tirunelveli,Tamil Nadu,25.55
2016-05-30,2016,5,22,151,Erode,Tamil Nadu,22.14
2016-05-30,2016,5,22,151,Vellore,Tamil Nadu,27.4
2016-05-30,2016,5,22,151,Thoothukudi,Tamil Nadu,26.25
2016-05-30,2016,5,22,151,Thanjavur,Tamil Nadu,27.34
2016-05-30,2016,5,22,151,Dindigul,Tamil Nadu,22.93
2016-05-30,2016,5,22,151,Kanyakumari,Tamil Nadu,25.55
2016-05-30,2016,5,22,151,Namakkal,Tamil Nadu,26.32
2016-05-30,2016,5,22,151,Karur,Tamil Nadu,26.89
2016-05-30,2016,5,22,151,Cuddalore,Tamil Nadu,27.3
2016-05-30,2016,5,22,151,Nagapattinam,Tamil Nadu,27.34
2016-05-30,2016,5,22,151,Virudhunagar,Tamil Nadu,24.3
2016-05-30,2016,5,22,151,Sivagangai,Tamil Nadu,25.44
2016-05-30,2016,5,22,151,Ramanathapuram,Tamil Nadu,25.44
2016-05-30,2016,5,22,151,Tiruppur,Tamil Nadu,22.14
2016-05-31,2016,5,22,152,Chennai,Tamil Nadu,28.2
2016-05-31,2016,5,22,152,Coimbatore,Tamil Nadu,20.95
2016-05-31,2016,5,22,152,Madurai,Tamil Nadu,25.34
2016-05-31,2016,5,22,152,Salem,Tamil Nadu,26.19
2016-05-31,2016,5,22,152,Trichy,Tamil Nadu,26.54
2016-05-31,2016,5,22,152,Tirunelveli,Tamil Nadu,25.39
2016-05-31,2016,5,22,152,Erode,Tamil Nadu,21.85
2016-05-31,2016,5,22,152,Vellore,Tamil Nadu,27.54
2016-05-31,2016,5,22,152,Thoothukudi,Tamil Nadu,26.21
2016-05-31,2016,5,22,152,Thanjavur,Tamil Nadu,27.09
2016-05-31,2016,5,22,152,Dindigul,Tamil Nadu,22.65
2016-05-31,2016,5,22,152,Kanyakumari,Tamil Nadu,25.39
2016-05-31,2016,5,22,152,Namakkal,Tamil Nadu,26.19
2016-05-31,2016,5,22,152,Karur,Tamil Nadu,26.54
2016-05-31,2016,5,22,152,Cuddalore,Tamil Nadu,27.08
2016-05-31,2016,5,22,152,Nagapattinam,Tamil Nadu,27.09
2016-05-31,2016,5,22,152,Virudhunagar,Tamil Nadu,24.07
2016-05-31,2016,5,22,152,Sivagangai,Tamil Nadu,25.34
2016-05-31,2016,5,22,152,Ramanathapuram,Tamil Nadu,25.34
2016-05-31,2016,5,22,152,Tiruppur,Tamil Nadu,21.85
2016-06-01,2016,6,22,153,Chennai,Tamil Nadu,28.37
2016-06-01,2016,6,22,153,Coimbatore,Tamil Nadu,21.02
2016-06-01,2016,6,22,153,Madurai,Tamil Nadu,25.43
2016-06-01,2016,6,22,153,Salem,Tamil Nadu,26.39
2016-06-01,2016,6,22,153,Trichy,Tamil Nadu,26.73
2016-06-01,2016,6,22,153,Tirunelveli,Tamil Nadu,25.4
2016-06-01,2016,6,22,153,Erode,Tamil Nadu,22.0
2016-06-01,2016,6,22,153,Vellore,Tamil Nadu,27.45
2016-06-01,2016,6,22,153,Thoothukudi,Tamil Nadu,26.15
2016-06-01,2016,6,22,153,Thanjavur,Tamil Nadu,27.24
2016-06-01,2016,6,22,153,Dindigul,Tamil Nadu,22.59
2016-06-01,2016,6,22,153,Kanyakumari,Tamil Nadu,25.4
2016-06-01,2016,6,22,153,Namakkal,Tamil Nadu,26.39
2016-06-01,2016,6,22,153,Karur,Tamil Nadu,26.73
2016-06-01,2016,6,22,153,Cuddalore,Tamil Nadu,27.26
2016-06-01,2016,6,22,153,Nagapattinam,Tamil Nadu,27.24
2016-06-01,2016,6,22,153,Virudhunagar,Tamil Nadu,24.08
2016-06-01,2016,6,22,153,Sivagangai,Tamil Nadu,25.43
2016-06-01,2016,6,22,153,Ramanathapuram,Tamil Nadu,25.43
2016-06-01,2016,6,22,153,Tiruppur,Tamil Nadu,22.0
2016-06-02,2016,6,22,154,Chennai,Tamil Nadu,26.41
2016-06-02,2016,6,22,154,Coimbatore,Tamil Nadu,20.47
2016-06-02,2016,6,22,154,Madurai,Tamil Nadu,25.5
2016-06-02,2016,6,22,154,Salem,Tamil Nadu,25.95
2016-06-02,2016,6,22,154,Trichy,Tamil Nadu,26.64
2016-06-02,2016,6,22,154,Tirunelveli,Tamil Nadu,25.16
2016-06-02,2016,6,22,154,Erode,Tamil Nadu,21.49
2016-06-02,2016,6,22,154,Vellore,Tamil Nadu,26.88
2016-06-02,2016,6,22,154,Thoothukudi,Tamil Nadu,26.23
2016-06-02,2016,6,22,154,Thanjavur,Tamil Nadu,27.17
2016-06-02,2016,6,22,154,Dindigul,Tamil Nadu,22.28
2016-06-02,2016,6,22,154,Kanyakumari,Tamil Nadu,25.16
2016-06-02,2016,6,22,154,Namakkal,Tamil Nadu,25.95
2016-06-02,2016,6,22,154,Karur,Tamil Nadu,26.64
2016-06-02,2016,6,22,154,Cuddalore,Tamil Nadu,27.21
2016-06-02,2016,6,22,154,Nagapattinam,Tamil Nadu,27.17
2016-06-02,2016,6,22,154,Virudhunagar,Tamil Nadu,23.79
2016-06-02,2016,6,22,154,Sivagangai,Tamil Nadu,25.5
2016-06-02,2016,6,22,154,Ramanathapuram,Tamil Nadu,25.5
2016-06-02,2016,6,22,154,Tiruppur,Tamil Nadu,21.49
2016-06-03,2016,6,22,155,Chennai,Tamil Nadu,27.44
2016-06-03,2016,6,22,155,Coimbatore,Tamil Nadu,20.55
